label,tweet,sentiment
happy,selamat pagi warga gunungkidul bagaimana suasana pagi di tempat kawan2 [hashtag] [hashtag] [hashtag] [hashtag],pos
happy,sempet 2x tahun kemarin main kejakarta cuman lewat enggak sempat sholat disini sekarang alhamdulillah kesempatan hari ada tau daerah masjid istiqlal tempat makan enak [url],pos
fear,kok banyak kabupaten gue anak muda mendaftar caleg apa bisa mewakili aspirasi rakyat padahal tempat nongkrongnya cafe restoran mewah [not] warung di tengah kampung,neg
happy,juli terimakasih buat semua enggak disbutkan satu persatu yang terjadi tanggal juli mua [username] photo looping cara ent picasso cibiru jawa barat indonesia [url],pos
sadness,kenangan bersama mamita [username] [hashtag] [hashtag] [hashtag] [hashtag] [hashtag] [hashtag] [hashtag] [hashtag] [hashtag] [hashtag] [hashtag] [hashtag] [hashtag] [hashtag] [hashtag],neg
happy,asekkk oleh2 best paper euy nuhun mbak jatu,pos
happy,[username] [username] [username] [username] [username] [username] alhamdulillah keadilan sosial sungguh merata keseluruh penjuru nusantara [url],pos
happy,buka chrome langsung muncul logonya wkwk [hashtag] [hashtag] [hashtag] [hashtag] [hashtag] [username] [url],pos
sadness,sejujurnya gue suka rujak cingur gue gasuka cingurnya jadi kalau pesan rujak cingur aneh bu pesan rujak cingur cabe enggak pakai cingur selalu diikuti keheningan gue ibu rujak cingur,neg
happy,selamat ulang tahun istriku tersayang yulyyanti armal prasetiyo semoga panjang umur sehat selalu rejekinya lancar tetap menjadi istri salihah mendapatkan kemuliaan [url],pos
fear,ooh allah kami hanyalah manusia dangkal pemikiran fakir ilmu merasa [not] tau ampuni sikap atas kehendak mu [url],neg
love,meruntuhkan egoku [not] suatu yang mudah kasih lembut kau pecahkan kerasnya hatiku beruntungnya aku dimiliki kamu,pos
sadness,kasihan pasca diserbu sekelompok orang bandara ada berbeda saat bts kembali korea [url] lewat [username],neg
happy,alhamdulillahi rabbil alamin terimakasih atas segenap dukungan doa semua keluarga kerabat lahir putra hari juli pukul berat 55kg rumah [url],pos
happy,food test rendang bebek oleh bapak uyul juragan kuliner pemilik warung kopi [username] alhamdulillah lulus uji katanya cociiiks disarankan langsung dimainkan she [url],pos
happy,iqra bacalah bacalah hanya satu kalimat siapa tau asik eh malah jadi separagraf tau keasikan satu bab akhirnya satu buku [url],pos
happy,baru seminggu menikah tapi rasanya bersyukur memilih jalan allah berikan masyaallah dikasih abang sungguh pengertian mau menerima cia apa adanya sampai enggak ngebayangin kalau diganti orang,pos
happy,gue sama kakak gue orang jago makan pedas lagi musim ayam geprek gepuk pastimintanya paling pedas jadi kemarin siang gofood ok cis ayam geprek ria ricis ternyata enak malamnya beli dan makan tempat,pos
happy,tadi sempat swafoto bareng pesinetron komedi top tukang ojek pengkolan mang odih alias om kusye yg membanggakan sih om menjadi saksi mewakili pihak perempuan keluarga [url],pos
happy,[username] [username] aku betah banyak aku suka kalo saling memberi semangat vote saling menguatkan semacemnya banyaaak banget aku punya semangat buat berusaha menjadi lebih baik,pos
happy,matur nuwun pak heru sudjatmoko atas pengabdian pelayanan panjenengan jawa tengah semoga selalu diberikan kesehatan umur panjang sukses selalu kagem panjenengan [hashtag] [hashtag] [url],pos
happy,[username] [username] terima kasih memberikan musik bagus kami konten konten bagus kami terima kasih memberiku semangat menjalani hari terlebih aku down banyak,pos
happy,jadi habis mengurus plat sepeda motor ada pemandangan menarik kebanyakan owner sepeda motor pria sebaya bapak2 atas secara sekarang diurus ownernya hmmm jadi emak-emak demen motoran rata-rata cuma hak pakai doang wkwkwk sendirian tengah bapak bapak,pos
sadness,iya sadar [not] dibutuhkan saya sadar pergi tapi setiap pergi selalu dicari apakah saya hanya diperlukan saat dibutuhkan,neg
love,aku menunggu comeback kalian aku menunggu ot9 ini atau mungkin entah sampai kapanpun insya allah stay sama kalian [hashtag] [hashtag] [hashtag] [hashtag] [hashtag] [url],pos
sadness,[username] gaji pns [not] cair kabupaten siak padahal syamsuar menang jadi gubernur minus syam dulu selama menjabat siak gaji telat tunjada telat,neg
happy,angka segera digantikan angka baru welcome 25th semoga angka angka sudah berlalu berlalu menjadi cermin pelajaran baik menyongsong masa depan yang lebih baik berharap kebahagiaan kedamaian menyertai angka baru,pos
happy,[username] iya mau september udah ajuin atasan jadi agustus aku gaperlu cuti pas pulang kerumah ketemu kamu kangen nya tingkat dewa sediain kamar jangan bosan tidur berdua,pos
sadness,ku bingung deh jadi fan harus menjatuhkan idola orang sih kenapa enggak damai2 kayak enggak pekerjaan ngejatuh2in orang,neg
happy,ketemu orang duduk sampingan pesawat waktu balik mks tempat check kalau beruntung duduk sampingan berarti diami yg duduk kursi pesawat apakah,pos
happy,karena juga bahagia kebahagiaan terdapat ditengah keluarga,pos
happy,agak telat ramai nya dok alhamdulillah paham sejak lama banget jadi geli baru ramai sekarang hehehe [url],pos
happy,selamat kang emil kang uu atas amanah warga jabar memimpin tahun kedepan tdk menang [not] yang kalah yang ada warga menginginkan adanya,pos
sadness,trus satu bunda anak asuhnya aku satu hiperaktif jadi suka hilang hilang ya namanya anak maklum tp capek nggk sempat ngerjain pekerjaan lainnya kalo menunggu anak satu help me,neg
sadness,[username] [username] [username] ada wartawan kangen adam malik masih kecil beliau jurnalisme itu ilmu wajib dipahami dulu pelaku industri press ada banyak kaidah jurnalistik [not] longgar ketat baku dilu,neg
happy,terima kasih undiknas bali mempercayakan perjalanan company visit singapore malaysia kusuma holiday tour,pos
happy,terima kasih [username] sudah memberi pelita pertelevisian negeri sekarang banyak channel kiam gencar berusaha menyuguhkan tayangan gelap kalian enggak ikut-ikutan [url],pos
happy,positif thinking susu kental manis enggak susu nya besok2 kok susunya sama kaya 2019ganti presiden sekarang [not] ada presidennya kan,pos
happy,temen sma gue nih berhubung lagi jomblo baru hari makanya mengganggu orang barangkali mau knalan dia bilang kemren kalo mau cari pasangan yang bisa ngeetiin tugasnya hehew [url],pos
fear,apakah berarti takfiri ya allah cukuplah engkau rabb tempat bersandar meminta pertolongan kami berlepas diri orang orang mempersekutukanmu apapun [url],neg
happy,thank you for your wishes guys sebagian alhamdulillah kesampaian terimakasih ya allah [hashtag] [hashtag],pos
happy,akhirnya lalu memutuskan daftar gabung volunteer [username] maret lalu berkesempatan ikut local leaders day [username] mana seluruh volunteer seluruh indonesia berkumpul saling berbagi semangat berbagi ilmu seru banget [hashtag],pos
sadness,[username] aku merasa gagal menjadi teman aku tadi cuman mau bohong jawaban mu itu termakan sendiri aku sedih wed maaf,neg
sadness,[username] kalo aku tipe orang nabung tiap mau beli kalo enggak yang beli paling susah menyimpan uang banyak banget godaannya [neg] [hashtag],neg
happy,yeaaaaay i did bangun pagi kulangsung running finishing 18k challange from [hashtag] [hashtag] [hashtag] [hashtag] [hashtag] [hashtag] [hashtag],pos
fear,pakdok [username] komentar mengenai efek msg otak seringkali dengar celotehan kalo orang jadi sengklek gara gara kakehan micin [url],neg
happy,happy anniversary 2nd semoga allah swt senantiasa melindungi menjaga dalam menempuh langkah kehidupan dan lekas diberi kepercayaan,pos
happy,setelah semaleman enggak tidur terus jam minum obat baru tidur trs sekarang bangun tidur cenghar saja alhamdulillah demamnya cuma sehari,pos
happy,halo laskar matahari datang akan ikut meramaikan event team circus team k3 terakhir kota solo sih you siang [username],pos
happy,pekerjaan [not] mengganggu hobi hobi [not] merugikan pekerjaan berolahraga tweeps [username] [username] [url],pos
love,persahabatan selalu indah jika salah saling mengingatkan benar selalu dukung bila salah satu jatuh saling menertawakan,pos
sadness,baca thread fangirl mahasiswa anti kupu2 tuh rasanya ah sudahlah gue [not] mahasiswa [pos] gila memang melawan diri sendiri buat gue susah banget,neg
happy,be thankful for everything that happens my life [not] far its all an experience iya captionnya enggak menyambung sama fotonya cuma sekedar berekspresi kok haha [hashtag],pos
happy,cita cita kecil petani lulus sd dokter apoteker lulus smp perawat psikiater fashion desaigner lulus sma ahli gizi desainer interior ahli desain grafis lulus kuliah semua cita cita terkabul,pos
happy,selepas munas kahmi kemarin pkmd [username] sempat menikmati kopi kok tong mantab rasanya kanda sehat sukses terus kanda barakallah [url],pos
happy,sambil duduk dekat jendela pemandangan pasar ramai depan suasana sejuk suhu 23c menambah kenikmatan pagi di kampung halaman alhamdulillah [url],pos
happy,[username] wkwkw kayaknya iya deh aku baru ingat kalo sepupu sepupuku menyambung seru ngobrolnya soalnya sama pasarannya kalo sama aku biasa hahaha oiyaaa wr supratman,pos
fear,semoga semua anak thailand bisa selamat ini kalo dibuat dokumenter asli bikin merinding baca thread2 orang merinding2 akuny,neg
happy,briefing meeting tim tbr persiapan hijab expo kota tercinta otw bandara sosialisasi concordia t enggak lounge meeting sr se kotata karebosi time padat sih menyenangkan sesuai materi briefing pagi happy work happy life [hashtag],pos
happy,semoga secangkir toraja menjadi teman penyemangatmu yuk beraktivitas,pos
sadness,satu terburuk hidupku ketika aku [not] langsung mengerjakan masalah yang seharusnya aku kerjakan sering aku lakukan padahal jam dinding terus berpindah tunda tunda tunda tunda sampai kau menua tunda laporan,neg
sadness,pencitraan terbesar kampus ketika mau akreditasi semua ruangan dirapikan enggak menjadi yang dulunya ada malah dihilangkan,neg
sadness,hibur gue plis hibur gue justin astaga gue berharap kemaren cuma rumor gue bahkan berharap bukan hailey perempuannya walaupun gue tau faktanya sudah tunangan,neg
happy,betapa nikmatnya sate kambing karena pembakaran bara api bumbu cap no satu makan secukupnya keringat penghangat badan berlebihan bikin darah tinggi keringat dingin jantungan modar kemudi an,pos
sadness,baru merasai nih gue benar-benar duit dompet tinggal 4rb doang atm tinggal dikit enggak diambil saldo enggak cukup ternyata gue benar-benar miskin yawlaaaa,neg
sadness,innalilahi wainnailaihi raji un semoga seluruh amal ibadah beliau diterimah diridloi allah swt semoga penjeblos ustadz abb diberi hidayah allah swt mendapatkan seluruh ganjaran setimpal [url],neg
sadness,aku sempat menonton beritanya waktu thailand cuma enggak mengerti bahasanya jadi aku diam nde baru bali baru engah aku tonton berita itu,neg
sadness,ikut mertua rasanya nano nano banget mencari rumah buat kredit susah banget posisi hamil anak pertama kadang bikin emosi naik turun pengennya mandiri mungkin [not] saatnya,neg
happy,berasa baca novel sejenis novel dee lestari informasi sangat riil tapi ternyata kisah nyata sebuah kasus cacat hukum,pos
happy,kurang lebih tahun kenal mengakrabkan diri aku beruntung mereka baik solehah [not] pelit aku suka kalian,pos
happy,sukses selalu tiada hnti karyamu membuat kemakmuran negeri n selamat tgs mulia pak menteri n tims barokah selalu,pos
happy,baru tau kalo anak sd sekarang enggak pakai buku tulis kudu disampul coklat mereka menggunakan binder file keren lah gue enggak perlu repot sampul menyampul belasan buku,pos
happy,[hashtag] wib akhirnya geng sosialita kumpuulllll breakfast cantik tbs kelapa gading [hashtag] [hashtag] [hashtag] [hashtag] [hashtag] [hashtag] [hashtag] [hashtag],pos
sadness,sedih lihat kondisi rahtawu sekarang kayak begini lebih suka kondisi rahtawu dulu sepi alami [hashtag] [hashtag] [hashtag] [hashtag] [username] [url],neg
happy,kita semua mengaturkan kesuwun se tinggi2nya pakjokowi n kabinet kinerja super banget kemakmuran rakyat,pos
happy,alhamdulillah sekarang kurma [not] panen tanah arab saudi juga bisa panen di pekanbaru riau,pos
sadness,krn [not] memenuhi kuota medan cancel sayang mohon maav sebesar besarnya tiket mehong kalo cuma ekor enggak cocok hari nia refund dp buat medan bagi sudah dp mohon konfrmasi buat pengembalian dana sekali [username] mohon maav sebesar besarnya,neg
sadness,ya allah hari lasut kemarin bangun jam padahal kerja jam hari ingetnya kereta jam taunya ya allah semoga aku enggak lasut hari h,neg
happy,baru kali merasa sukarela nyebarin kegiatan disukai bermanfaat tanpa diminta nyebarin pasti bakal disebar mulai sekarang bersepeda [hashtag] [hashtag] [hashtag] [hashtag] [hashtag] [url],pos
sadness,betah jogja sudah kayak kotamu sekarang bep macet location pantai parangtritis [hashtag] [hashtag] [hashtag] yogyakarta [url],neg
happy,dulu lihat video tipi biasa skrang habis mantengin nih video di yutub ku merasa video klip kocak banget lucu energik gila bagus lah apa gara-gara sekarang [not] penyanyi solo wanita bikin video selucu pinkan btw where is pinkan mambo [url],pos
fear,semoga semakin paham semakin takut allaah swt aku berlindung allaah swt godaan setan terkutuk [url],neg
sadness,agak capek debat orang-orang melihat sgalanya konteks hitam putih kenapa berubah pandangan mis kontra jadi pro apakah soal kepentingan instan bisa tapi semua keputusan sudah mlewati pengalaman ttt ya dipahami konteks pengalaman [hashtag],neg
sadness,kegiatan tadi pagi bikin aku sama ibu kompak beristigfar dek elma bangun solat subuh dulu memang kalau kebiasaan tiba-tiba hilang kerasa banget kehilangan nya,neg
sadness,[username] kenapa baru sekarang aku memilih diam lalu berlalu kesempatan hilang tengah ribuan logika ku buang kesempatan untukmu,neg
fear,semoga kalian semakin paham semakin takut allaah swt aku berlindung allaah swt godaan setan terkutuk [url],neg
sadness,iya benar loh han cinta tuh enggak nikah bisa kebetulan atau kamu nikahnya malah sama orang,neg
sadness,yaampun aslii deh enggak ngopi malem2 alhasil enggak tidur jm pagi terus jam kebangun dan enggak merem sampai sekarang padahal mata berat enggak diajak merem,neg
happy,ikan lele gabus selar teri basah sumber protein baik anak digoreng masak kecap bumbu mangut enak [hashtag] [hashtag] [hashtag],pos
happy,buat berjuang butuh sarapan nah dia sarapan ku indomie goreng telor puyuh yummy banget rasanya apa sarapan kamu biar kamu makin bersemangat ngejalanin aktivitas,pos
love,bukan teman dekat sahabat akrab ini aku anggap saudara perempuanku kalian pertama kali aku lihat membuka mata alay ce wkwk tempat aku berbagi duka,pos
happy,sungguh [username] rahmat seluruh umat jangan dikotori tindakan fanatik berlebih tunjukan kita pembawa kedamaian muka bumi mie sedapmu untukmu indomie ku untukku [url],pos
happy,alhamdulillah anak sultan sidang terharu fakultas hukum depok jawa barat gue [username],pos
sadness,orang pesimis mengeluhkan angin,neg
happy,kl mudik blk surabaya logistik bahan pangan lengkap habis panen bakal enggak beli beras beberapa bulan alhamdulillah nikmatnya pulang kampung,pos
sadness,langsung mewek baca thread keren maksimal usaha semua orang misi penyelamatan harus yang gugur [url],neg
sadness,aa maafi neng suka mengomong kasar sama aa,neg
happy,alhamdulillah akhirnya kumpul sayang [not] semua semoga waktu bisa mempertemukan semua aamiin indramayu punya,pos
happy,tahun lebih lip palette wardah awet banget bahkan kehidupan percintaanku enggak pernah yang seawet,pos
happy,materi mr roger tol belanda terkait dunia pernaskahan indonesia wow keren banget negara ternyata punya bahasa ckckckck [hashtag] [hashtag] [username] [url],pos
happy,collab [username] kali [username] selalu bikin kagum mengambil sampah lautan direcycle benar-benar satu langkah kecil besar menyelamatkan kehidupan laut apalagi recucle diterapkan pakaian ataupun sepatu,pos
sadness,wah pagi sangat faedah udah gaboleh sering ngeluh sendiri kalau perihal apapun mengenai perjalanan kereta sebegitunya kerja keras sedih akutuh,neg
sadness,aku [not] meminta kau hadir hdpku tuhan mempertemukan aku kamu aku [not] berharap lebih darimu kau memberi harapan hdpku hingga aku menerimamu tapi ini kau meninggalkan aku seorang diri tanpamu,neg
happy,senyum bisa menyenangkan hati lho makanya kudu senyum meski lokasi potonya ngampung hotel dafam lotus jember,pos
love,1thn aku memang jauh tapi aku tahu doa selalu bersamakuu cinta mereka membuatku bertahan tanah yang jauh asing,pos
sadness,ada ya yutuber kesannya review barang kalo indak suka sama barang ya jadinya menjelekkan wkwk tp selalu bilang [not] menjelekkan pendapat pribadi sambil terus ngulang silakan kalo mau beli sih enggak mending dibelikan apalah kesannya lebih berfaedah,neg
happy,gara gara lihat papa om sepupunya tiap akhir pekan menonton bareng bola nayla jadi suka bola sedikiiiit tambah semangat pas menonton lagunya [username] [url] pakai [username] [hashtag] [hashtag] bareng [url],pos
happy,[username] pagi mas nya duh jadi gaenak ucapan selamat pagi netijen twitter wkwk btw kejauhan berapa kamu nih alias darimana kota tempat tinggalmu wkwk,pos
happy,serial komedi tahun cuma season ceritanya mba2 masih muda nikah sama duda anak kadang malah mantan istrinya ngumpul rumah receh banget asli,pos
sadness,akhirnya baru merasai disaat banyak orang sedang jalan instagram story disini gue diam merenungi semester pendek wkwk,neg
love,ketika kamu beranjak remaja kamh mulai menuntut papa dapat izin keluar malan papa bersikap tegas mengatakan [not] tahukah kamu papa melakukan untuk menjagamu karena papa kamu sesuatu sangat sangat luar biasa berharga,pos
sadness,sadarkah kamu kalau hati papa merasa cemburu saat kamu mulai lebih dipercaya papa melonggarkan sedikit peraturan keluar rumah kamu memaksa untum melanggar jam malamnya,neg
love,setelah lulus sma papa sedikit memaksamh menjadi dokter insinyur ketahuilah seluruh paksaan dilakukan papa semata mata karena memikirkan masa depanmu tapi papa tersenyum mendukung pilihanmu [not] sesuai papa,pos
love,ya allah tugasku selesai baik putri kecilku lucu kucintai menjadi wanita cantik bahagiakanlah bersama suaminya,pos
happy,menyumbangkan suara untuk lagu hellomellopoppunk kalo mas anang sih yes [hashtag] [hashtag] [hashtag] [hashtag] [hashtag] masterplan recording chamber [url],pos
happy,udah mandi mas berendem malah biar wangi enggak hilang sore d,pos
love,bulan purnama ada pasangan saling membenci atau saling mencintai saat bulan purnama bersinar mereka bawahnya mereka menjadi pasangan sejati akan menjadi pasangan paling tersohor sealam jagad raya,pos
happy,bukber bhe ex soko kapan begini see you on top guys [hashtag] [hashtag] [hashtag] sd muhammadiyah sokonandi [url],pos
happy,ini hal paling membahagiakan biasku foto bersama elf [hashtag] [hashtag],pos
happy,commuting pagi bintara pejambon krl atau selama lancar naik krl antara opsi tersebut enggak pernah telat tadi gue subuh jatinegara jemput istri pulang eh ketiduran baru bangun jam masi ngejar krl sampai kantor jam,pos
sadness,aku pernah berbela sungkawa hebat kata pergi mengenyam sepi dalam semua yang pernah aku miliki pergi [not] meninggalkan kesan,neg
love,wahai ibu bukankah aku cinta pertamamu akulah pertama mengubah fisikmu akulah pertama membuatmu merasakan sakitnya melahirkan aku lah pertama memberimu gelar,pos
sadness,lalu kehadiranmu membuatku persiapkan banyak untuk kemungkinan terburuk taat disetiap hari hati siap kapanpun ditinggal pergi karna aku pernah berkata tuhan aku sungguh membenci sebuah kata pergi,neg
happy,finally karena tujuan tercapai berani buka twitt [not] takut spoiler ohhooo,pos
sadness,pantas ibu bapak berat hati saya meminta kuliah luar provinsi makin lama malah rentan penyakit,neg
happy,jangan lupa bermain [not] terlalu sibuk berpikir hasil akhir tentang eksekusi sebuah pikiran mau mau bagaimana mau jadi apa selamat hari selasa semoga [url],pos
happy,takdir tahun berulang tahun keindahan alam menyejukkan tempat-tempat bersejarah sesuai keinginan hehe terima kasih tim ici adventure pekanbaru atas kegiatannya bahagia,pos
sadness,kalo indonesia selena gomez dinyinyirin jadi orang tabah banget menjaga jodohnya orang putus menyambung sama justin bieber eh justin jadinya sama lain,neg
happy,rencana mau roadtrip sama ibu uci ketemu kailani johnson akhirnya gajadi berdua sepupunya malah nimbrung di film dikasih pemandangan indah rote jakarta banyuwangi main jadi sama lucu banget mirip sherina waktu kecil [url],pos
happy,kepikiran bikin warung sate ayam edgy jadi alih alih ngejawab oke customer pesan bang satenya satu porsi kita lanjutkan bertanya tingkat kematangan rare medium well done saos orginial bbq mushroom cheese lada hitam pake nasi mashed lontong,pos
happy,pjlnn kereta api jkt jogja juga banyak lebih indah mlht lukisan sungai besar bersih gunung2 sawah alam asia tenggara memang memiliki culture mirip [url],pos
sadness,kaget berita tetangga satu rt solo tahun meninggal dunia typus ambeyen diambilnya nyawa benar benar indak melihat umur innalillahi wa innailaihi ro jiun sending al fatihah,neg
happy,cuma film yang bikin wa bolak balik bioskop 3x [pos] lihat hugh jackman nyanyi menari dong habis menonton film feels good rasanya [url],pos
sadness,ini sih pembuat sembab berpasang pasang mata melihat pertunjukkan boneka,neg
happy,masak pagi sambil dengar lagunya [username] berkolaborasi sama [username] lagunya asik banget masak [hashtag] menambah asyik btw lagu buat [hashtag] piala dunia loh coba deh mendengarkan lagunya [url],pos
sadness,kaya orang jaman sekarang dok kelihatannya tegar nothing happens yang paling butuh taking care first sejatinya broken inside,neg
happy,[username] seperti kata pepatah tak kenal [not] sayang berarti kalau kenal apa disayang lho wkwk btw kalau aku jelasin memang mas nya tau wwk jadi kapan berkunjung planet ku bekasi hahaha,pos
sadness,gw sh sbnrnya susah banget nih lepas sedotan pakai sedotan lebih melindungi lipstick ye kan lebih rapi minumnya tapi gue rasa environment preservation mengurangi plastik lebih penting itu,neg
happy,cukup sehari kalau kelamaan kemudian betah malah repot terima kasih cakleg [username] rumahnya selalu jadi tempat singgah menyenangkan,pos
happy,dalane alus lancar trimaksih bpk [username] semoga sehat selalu membangun bangsa [hashtag] [hashtag] [hashtag],pos
happy,akhirnya punya full duh terakhir download deh ini vlive jadi kudu didownload dblock huhu terima kasih banget sudah mau berbagi,pos
sadness,kata salah satu teman merasa benarnya zaman sekarang baik dekat kalo butuh kenal lama kadang kenalnya lama juga sih hahaha,neg
happy,sentuhan pertama langsung berbuah jadi gol kurang beruntung apa coba sejajar lah sama andy cole shearer berbatov [username],pos
fear,rasulullah saw dan sahabat enggak kaya padahal allah swt memberikan harta banyak mereka pas mereka berkuasa karena harta sebuah cobaan [not] kebaikan allahualam,neg
sadness,insya allah kembali relnya semua kemarin eforia demokrasi seolah2 dunia digenggam lelahh lewat usai masa nya kembali bangsa indonesia menyatu mdukung nkri [url],neg
love,sehebat hebatnya pertengkaran pertengkaran akhirnya baikan sama sama sayang saling enggak mau kehilangan [hashtag] [url],pos
happy,film bikin tante tante mbak-mbak macam gua begini blushing bioskop iqbaal jadi dilan tepat banget sih walopun milea nya b [url],pos
happy,sekali salut selamat [username] terima kasih atas energi luar biasa teman teman,pos
happy,congratulations mengucapkan selamat ibu dini mildawati meraih new silver leader semoga semakin lancar sukses bersama paytren,pos
happy,masalah apapun anda hadapi enggak membuat anda walaupun lemah kalah yang jelas masalah membuat pengalaman bertambah [hashtag] [hashtag] [hashtag],pos
happy,alhamdulillah happy mkin aktif nak [hashtag] [hashtag] [hashtag] [hashtag],pos
happy,belum pernah foto berdua cuma foto happy blessed day pak guru bonar sihombing panjang umur sehat selalu senantiasa diberkati,pos
fear,termenung seekor rusa sejuta keraguan menghampirinya rasa bimbang gundah diri di iringi rasa takut kecewa satu sisi merasa kembali padanya segumpal kepercayaan satu sisi ia takut kembali hanya merasa kecewa tuhan,neg
sadness,dulu aku menginginkanmu menjadi nadi pergelangan tanganku waktu berjalan berlalu bersama iringan sunyi kini kau hanyalah sebuah jantung bahkan degupnya [not] ku dengar,neg
love,karena perjalanan selalu punya cerita maka kali adalah cerita aku [not] pernah move on rasa kagum indahnya alam,pos
sadness,menyeduh kopi air mata cukup panas menghasilkan kepulan masa lalu manisnya kenangan pahitnya ditinggalkan,neg
love,[username] baik sayang aku pulang kini aku mengerti kau lebih butuh hadirku sampingmu aku memutar otak bagaimana hidup berkecukupan [not] berjauhan,pos
sadness,hari enam dikota ketiga sudah mulah terasa lelahnya kaki kangennya melihat mamah [neg] hmm lupa abon dibekelin kagak makan d,neg
sadness,hari enam dikota ketiga sudah mulai terasa lelahnya kaki kangennya melihat mamah [neg] hmm lupa abon dibekelin kagak makan d,neg
happy,berharap suatu nanti difilmkan the judulnya the mungkin the coach kids semua orang terlibat aksi penyelamatan bener2 faith in humanity restored terharu [hashtag] [url],pos
happy,hbd [username] all the best,pos
sadness,[username] bapak presiden terhormat mohon bantuan jalan di kota pasuruandan kabupaten pasuruan rusak parah mohon bantuan bapak presiden meninjau jalan kota pasuruan kabupaten pasuruan jawa timur rakyat tersiksa jalan rusak,neg
happy,semoga lancar selamat pesantrenku menuju usia abad usia dilahirkanya para pembaharu pembaharu dibidangnya dan semoga pesantrenku menjadi salah satunya,pos
sadness,yang paling ngenes sampai parkir stasiun lalu krl arah saya tuju datang karena jarak parkir stasiun ke krl perlu waktu menit alhasil ketinggalan kereta,neg
happy,seneng banget dengernya congrats er sidang bakalan yang menunggu wisuda yang digandeng yuhoee,pos
sadness,baru tau baru baca berita penyalamatan anak anak goa thailand mendadak berkaca kaca tau medannya sesulit semoga semua anak pelatih beserta orang orang membantu penyelamatan selalu dilindungi yme,neg
happy,selamat ulang tahun himasifo aku mendoakan terbaik mu segala semoga memberi manfaat jurusan almamater bangsa terimakasih mas hilman dulu mengajak ku ikut menjadi bagian team mu,pos
sadness,mungkin merasa malu dibilang kampungan sama orang orang lihatin bersihin peralatan makan ingat kasus [username] dibilang kampungan mengucapkan terima kasih security bantuin nyeberang jalan sebagian orang indonesia memang rada unik [url],neg
fear,degdegan bulan september penetapan calon oktober dimulai kampanye oke banyak senggol bacok teman jadi musuh kawan jadi lawan makin banyak orang-orang bermuka dan berlangsung april oh indonesia ku bulan semoga aman aman,neg
sadness,inong kami putera putrimu selalu mengingat nasehatmu inong we miss and we love you inong air mataku [not] ku tahan ternyata selasa sekarang persis lima tahun lalu kepergianmu,neg
happy,untuk sahabat guru [hashtag] neniyulianita ani teman teman akademisi selamat milad fikom unisba semoga lulusan fikom unisba semakin berkualitas,pos
happy,sudah dibangun mas di kabupaten sidrap sulawesi selatan sedikit telat bila dibandingkan negara but not bad lah [url],pos
sadness,[username] [username] [username] biasa pakai juga iseng beli paketan langsung salah satu minimarket jadi bulan beli pulsa ternyata paketnya zonk bagi pembagiannya enggak jelas aku enggak mau bagi aku enggak dibeginikan nangispojok,neg
sadness,entah kapan gue pergi jalan [not] perbebatan dulu ya begini memang anak sulung mau pergi enggak dibolehin gegara adek menangis kejer pengin ikut nempel mulu kayak perangko hm,neg
sadness,pernah bahas tinder sewaktu enggak paham penasaran download lah eh pas download dalem hati bilang aplikasi apaan menyesal langsung download [not] baca deskripsi [pos] mungkin asik buat sebagian orang tapi enggak buat aku,neg
happy,entah berapa tahun lalu terakhir kesini terimakasih di kasih kesempatan ke tempat lagi [hashtag] [hashtag] [hashtag] [hashtag] [hashtag],pos
love,kamu akan ku ceritakan kelak anak anak bertanya cinta apa inspirasi sehabis meeting [hashtag] [hashtag] [hashtag] [hashtag] [hashtag] jakarta [url],pos
sadness,[username] [username] [username] [username] betul mas sayapun kecewa rahtawu merupakan salah satu objek alam menjadi favorit masyarakat kudus,neg
happy,oh itu a seru dong semoga terus sukses a walaupun [not] mendengarkan suaramu dibalik radio mungkin membaca karyamu,pos
happy,seru wlpun tiap menit selalu berubah aturan amin amin nuhun bu [not] gtt ih enggak enak enggak yang nyapa ciranjang sekitarnya kan,pos
sadness,gegara tadi malam treak treak gemash ngliat indonesia kalah sama thailand kandang sendiri kini tenggorokan meminta digaruk menonton tadi malam ngacung coba kalean tim mana nih,neg
sadness,masa keemasan ketika mampu menyabet double patner dwi sulistyono kejuaraan badminton piala bupati kala banyak menganjurkan fokus badminton ikut audisi sirnas tapi bapak ngotot sekolah,neg
sadness,[username] [username] sabar terus hehehee enggak enggak tau kalau tau aku diceramahin panjang lebar disangka aku enggak sayang allah lah,neg
happy,congratulations alyarizkypematasarii runner up ii kategori c cewek indonesianmodelhunt sasana kriya ballroom tmii [url],pos
happy,senang banget deh rambut rol semaleman akhirnya ngembang wkwk kasihan banget deh dulu rambut lurus dicatok kayak bagaimana ya bawaannya tetap lurus,pos
sadness,oh mengira benar abisnya melototin layar handphone berharap dibales suka bikin mata merah merah menahan air mata [hashtag] [url],neg
happy,alhamdulillah selesai membaca buku semoga ilmu diperoleh berkah bermanfaat aamiin [hashtag] [hashtag] jakarta [url],pos
happy,sedikit bersyukur berbagi yang sama sama berjuang mencari ikhlas mengucap syukur alhamdulillah semoga bermanfaat terima kasih,pos
happy,semilir angin sore [not] deru berisik kota ada ruang antara senduro sudut surya kencana [hashtag] [hashtag] [hashtag] [url],pos
